Gene	gene_id	chr	start	stop	type	gene_name.84	gene_id.84	gene_type.84	gnomAD_transcript	exp_lof	oe_lof	LOEUF	homozygous_lof	Huang_pHI	RVIS	Gene_Avg_PCT
OPRD1	ENSG00000116329	chr1	28812142	28871267	protein_coding	OPRD1	ENSG00000116329	protein_coding	ENST00000234961	8.7973	0.56836	1.193	FALSE	0.298830153	-0.423373122	0
OPRK1	ENSG00000082556	chr8	53225724	53251637	protein_coding	OPRK1	ENSG00000082556	protein_coding	ENST00000265572	10.993	0.72776	1.311	FALSE	0.281739404	-0.631125632	0.05375
OPRL1	ENSG00000125510	chr20	64080082	64100643	protein_coding	OPRL1	ENSG00000125510	protein_coding	ENST00000349451	10.197	0.19614	0.617	FALSE	0.253276549	-0.108159749	0.0431
OPRM1	ENSG00000112038	chr6	154010496	154246867	protein_coding	OPRM1	ENSG00000112038	protein_coding	ENST00000434900	19.509	0.87139	1.307	TRUE	0.901469633	1.71672102	0.00525
OPRPN	ENSG00000171199	chr4	70397931	70410195	protein_coding	PROL1	ENSG00000171199	protein_coding	ENST00000399575	0.96035	0	1.733	FALSE	NA	1.061356957	0.085
OPTC	ENSG00000188770	chr1	203494153	203508949	protein_coding	OPTC	ENSG00000188770	protein_coding	ENST00000367222	10.739	1.2105	1.809	FALSE	0.003850273	0.481812836	0.1235
OPTN	ENSG00000123240	chr10	13099449	13138308	protein_coding	OPTN	ENSG00000123240	protein_coding	ENST00000378748	30.554	0.9164	1.256	TRUE	0.403602924	-1.029307136	0.0688
OR10A2	ENSG00000170790	chr11	6863057	6874717	protein_coding	OR10A2	ENSG00000170790	protein_coding	ENST00000307322	5.0714	0.78873	1.672	FALSE	0.027653396	0.265163731	0.0045
OR10A3	ENSG00000170683	chr11	7937171	7941708	protein_coding	OR10A3	ENSG00000170683	protein_coding	ENST00000360759	7.4466	1.2086	1.852	FALSE	0.02139291	1.097438818	0
OR10A4	ENSG00000170782	chr11	6876625	6877619	protein_coding	OR10A4	ENSG00000170782	protein_coding	ENST00000379829	6.5872	1.0627	1.797	FALSE	0.069641019	0.833280352	NA
OR10A5	ENSG00000166363	chr11	6845683	6846636	protein_coding	OR10A5	ENSG00000166363	protein_coding	ENST00000299454	5.2314	0.57346	1.444	FALSE	0.014825175	1.023706516	NA
OR10A6	ENSG00000279000	chr11	7924592	7931268	protein_coding	OR10A6	ENSG00000279000	polymorphic_pseudogene	ENST00000309838	8.3499	1.3174	1.883	FALSE	0.015218453	0.618023585	NA
OR10A7	ENSG00000179919	chr12	55221025	55221975	protein_coding	OR10A7	ENSG00000179919	protein_coding	ENST00000326258	5.4227	0.18441	0.874	FALSE	0.009731554	1.196011618	NA
OR10AD1	ENSG00000172640	chr12	48202339	48203292	protein_coding	OR10AD1	ENSG00000172640	protein_coding	ENST00000310248	7.0044	0.57107	1.299	FALSE	0.024706166	1.056040721	NA
OR10AG1	ENSG00000174970	chr11	55965755	55969945	protein_coding	OR10AG1	ENSG00000174970	protein_coding	ENST00000312345	4.5459	1.3199	1.907	FALSE	0.003955954	0.648174699	0.001
OR10C1	ENSG00000206474	chr6	29439306	29440977	protein_coding	OR10C1	ENSG00000206474	polymorphic_pseudogene	ENST00000444197	4.448	0	0.672	FALSE	0.006549558	2.153460924	NA
OR10D3	ENSG00000197309	chr11	124183219	124188780	protein_coding	OR10D3	ENSG00000197309	protein_coding	ENST00000318666	5.0886	0.58956	1.476	FALSE	0.003266874	NA	NA
OR10G2	ENSG00000255582	chr14	21633836	21634940	protein_coding	OR10G2	ENSG00000255582	protein_coding	ENST00000542433	5.1886	0.77091	1.65	FALSE	0.06596245	0.952938882	0.0125
OR10G3	ENSG00000169208	chr14	21568520	21580076	protein_coding	OR10G3	ENSG00000169208	protein_coding	ENST00000303532	5.2814	0.75737	1.632	FALSE	0.063529005	1.14711705	NA
OR10G4	ENSG00000254737	chr11	124012997	124018732	protein_coding	OR10G4	ENSG00000254737	protein_coding	ENST00000320891	4.0652	1.4759	1.929	FALSE	0.006353233	1.120100123	NA
OR10G6	ENSG00000198674	chr11	123994163	123995161	protein_coding	OR10G6	ENSG00000198674	protein_coding	NA	NA	NA	NA	FALSE	0.02760056	NA	NA
OR10G7	ENSG00000182634	chr11	124036013	124041325	protein_coding	OR10G7	ENSG00000182634	protein_coding	ENST00000330487	4.5756	1.0927	1.852	FALSE	0.008559911	1.969081855	NA
OR10G8	ENSG00000234560	chr11	124026798	124030634	protein_coding	OR10G8	ENSG00000234560	protein_coding	ENST00000431524	4.7181	0.63585	1.56	FALSE	0.01338079	0.936380071	0
OR10G9	ENSG00000236981	chr11	124023013	124023948	protein_coding	OR10G9	ENSG00000236981	protein_coding	ENST00000375024	4.6682	1.2853	1.9	FALSE	0.009943054	1.96454737	NA
OR10H1	ENSG00000186723	chr19	15804549	15815664	protein_coding	OR10H1	ENSG00000186723	protein_coding	ENST00000334920	5.2425	1.1445	1.858	FALSE	0.014569247	1.007931847	NA
OR10H2	ENSG00000171942	chr19	15728024	15729052	protein_coding	OR10H2	ENSG00000171942	protein_coding	ENST00000305899	4.6645	0.85755	1.742	FALSE	0.004035725	0.099589131	NA
OR10H3	ENSG00000171936	chr19	15737985	15742343	protein_coding	OR10H3	ENSG00000171936	protein_coding	ENST00000305892	1.3985	2.1451	1.95	FALSE	0.001733197	0.347168891	NA
OR10H4	ENSG00000176231	chr19	15944299	15950350	protein_coding	OR10H4	ENSG00000176231	protein_coding	ENST00000322107	2.5678	1.1683	1.895	FALSE	0.001911038	1.501592062	NA
OR10H5	ENSG00000172519	chr19	15787661	15800357	protein_coding	OR10H5	ENSG00000172519	protein_coding	ENST00000308940	4.0795	0.49026	1.473	FALSE	0.004746095	1.629549256	0
OR10J1	ENSG00000196184	chr1	159437845	159443078	protein_coding	OR10J1	ENSG00000196184	protein_coding	ENST00000423932	5.4096	1.4789	1.929	FALSE	0.010947724	0.885920716	NA
OR10J5	ENSG00000184155	chr1	159535078	159536007	protein_coding	OR10J5	ENSG00000184155	protein_coding	ENST00000334857	5.7133	0.52509	1.34	FALSE	0.010748004	0.372005324	NA
OR10K1	ENSG00000173285	chr1	158461574	158470857	protein_coding	OR10K1	ENSG00000173285	protein_coding	ENST00000289451	4.128	0.24225	1.136	FALSE	0.027273752	0.895766972	NA
OR10K2	ENSG00000180708	chr1	158418210	158426237	protein_coding	OR10K2	ENSG00000180708	protein_coding	ENST00000314902	4.3707	1.6016	1.941	FALSE	0.014695645	0.375753348	NA
OR10P1	ENSG00000175398	chr12	55636892	55637833	protein_coding	OR10P1	ENSG00000175398	protein_coding	ENST00000309675	5.2037	0.38435	1.2	FALSE	0.006851705	0.659418585	NA
OR10Q1	ENSG00000180475	chr11	58227882	58228918	protein_coding	OR10Q1	ENSG00000180475	protein_coding	ENST00000316770	5.6661	1.0589	1.817	FALSE	0.015566543	0.115364282	NA
OR10R2	ENSG00000198965	chr1	158472220	158480936	protein_coding	OR10R2	ENSG00000198965	protein_coding	ENST00000368152	4.6722	1.0702	1.842	FALSE	0.014243694	1.348014864	NA
OR10S1	ENSG00000196248	chr11	123976661	123977781	protein_coding	OR10S1	ENSG00000196248	protein_coding	ENST00000531945	5.098	1.1769	1.87	FALSE	0.015979857	0.441201236	NA
OR10T2	ENSG00000186306	chr1	158398522	158399466	protein_coding	OR10T2	ENSG00000186306	protein_coding	ENST00000334438	5.3388	0.37462	1.172	FALSE	0.022991075	1.261466718	NA
OR10V1	ENSG00000172289	chr11	59712916	59713845	protein_coding	OR10V1	ENSG00000172289	protein_coding	ENST00000307552	6.1761	0.80957	1.626	FALSE	0.027077367	0.940911654	NA
OR10W1	ENSG00000172772	chr11	58266792	58268260	protein_coding	OR10W1	ENSG00000172772	protein_coding	ENST00000395079	4.5762	0.65556	1.592	FALSE	0.008480491	0.520242042	0.0012
OR10X1	ENSG00000279111	chr1	158578919	158579899	protein_coding	OR10X1	ENSG00000186400	protein_coding	ENST00000368150	4.6314	1.0796	1.847	FALSE	0.012275665	0.646608671	NA
OR10Z1	ENSG00000198967	chr1	158605268	158612514	protein_coding	OR10Z1	ENSG00000198967	protein_coding	ENST00000361284	5.1317	0.38973	1.216	FALSE	0.045235812	0.432922398	NA
OR11A1	ENSG00000204694	chr6	29425504	29457071	protein_coding	OR11A1	ENSG00000204694	protein_coding	ENST00000377149	4.7291	0.84582	1.732	FALSE	0.010890898	0.15004375	0.0104
OR11G2	ENSG00000196832	chr14	20190896	20201075	protein_coding	OR11G2	ENSG00000196832	protein_coding	ENST00000357366	6.3379	1.2622	1.882	FALSE	0.032970831	0.776109338	NA
OR11H1	ENSG00000130538	chr22	15528192	15529139	protein_coding	OR11H1	ENSG00000130538	protein_coding	ENST00000252835	3.1836	1.8847	1.955	FALSE	0.00343668	NA	NA
OR11H12	ENSG00000257115	chr14	18601117	18602097	protein_coding	OR11H12	ENSG00000257115	protein_coding	ENST00000550708	NA	NA	NA	FALSE	0.002102599	NA	NA
OR11H2	ENSG00000258453	chr14	19712904	19714332	protein_coding	OR11H2	ENSG00000258453	protein_coding	NA	NA	NA	NA	FALSE	NA	NA	NA
OR11H4	ENSG00000176198	chr14	20239286	20244349	protein_coding	OR11H4	ENSG00000176198	protein_coding	ENST00000315409	7.936	1.3861	1.905	FALSE	0.041855927	0.358413139	NA
OR11H6	ENSG00000176219	chr14	20223710	20224702	protein_coding	OR11H6	ENSG00000176219	protein_coding	ENST00000315519	6.5301	0.76568	1.562	FALSE	0.053288303	1.658924915	NA
OR11L1	ENSG00000197591	chr1	247840928	247841896	protein_coding	OR11L1	ENSG00000197591	protein_coding	ENST00000355784	7.1539	0.41935	1.082	FALSE	0.007911814	0.928100685	0
OR12D2	ENSG00000280236	chr6	29395631	29398008	protein_coding	OR12D2	ENSG00000280236	polymorphic_pseudogene	ENST00000383555	3.6676	0	0.813	FALSE	0.004059445	1.357863797	5e-04
OR12D3	ENSG00000112462	chr6	29373423	29375291	protein_coding	OR12D3	ENSG00000112462	protein_coding	ENST00000396806	3.3244	0.90242	1.819	FALSE	0.002995674	-0.080977991	0.0045
OR13A1	ENSG00000256574	chr10	45302298	45315608	protein_coding	OR13A1	ENSG00000256574	protein_coding	ENST00000553795	7.2685	0.6879	1.43	TRUE	0.034840717	0.29889731	0.0012
OR13C2	ENSG00000276119	chr9	104604671	104605627	protein_coding	OR13C2	ENSG00000276119	protein_coding	ENST00000542196	4.3611	0.6879	1.638	FALSE	0.005662165	0.889056242	NA
OR13C3	ENSG00000204246	chr9	104535749	104536856	protein_coding	OR13C3	ENSG00000204246	protein_coding	ENST00000374781	5.82	1.5464	1.937	FALSE	0.031086409	0.523207207	NA
OR13C4	ENSG00000148136	chr9	104526253	104527209	protein_coding	OR13C4	ENSG00000148136	protein_coding	ENST00000277216	6.6047	1.5141	1.932	FALSE	0.012296296	0.590221594	NA
OR13C5	ENSG00000277556	chr9	104598457	104599413	protein_coding	OR13C5	ENSG00000277556	protein_coding	ENST00000374779	NA	NA	NA	FALSE	0.000552769	1.375209708	NA
OR13C8	ENSG00000186943	chr9	104569168	104570130	protein_coding	OR13C8	ENSG00000186943	protein_coding	ENST00000335040	5.269	1.1387	1.856	FALSE	0.037816761	0.256102396	NA
OR13C9	ENSG00000136839	chr9	104617248	104618204	protein_coding	OR13C9	ENSG00000136839	protein_coding	ENST00000259362	5.1165	0.58634	1.47	FALSE	0.029943997	1.370676753	NA
OR13D1	ENSG00000179055	chr9	104694518	104695462	protein_coding	OR13D1	ENSG00000179055	protein_coding	ENST00000318763	6.2411	0.64091	1.441	FALSE	0.007213924	1.019174685	NA
OR13F1	ENSG00000186881	chr9	104504263	104505222	protein_coding	OR13F1	ENSG00000186881	protein_coding	ENST00000334726	6.2349	1.1227	1.833	FALSE	0.019568583	0.833280352	NA
OR13G1	ENSG00000197437	chr1	247670812	247679739	protein_coding	OR13G1	ENSG00000197437	protein_coding	ENST00000359688	2.0588	0.48573	1.731	FALSE	0.001556993	0.491657364	0
OR13H1	ENSG00000171054	chrX	131544074	131545000	protein_coding	OR13H1	ENSG00000171054	protein_coding	ENST00000338616	4.2743	1.4037	1.92	FALSE	0.019316355	0.960875075	NA
OR13J1	ENSG00000168828	chr9	35869463	35870401	protein_coding	OR13J1	ENSG00000168828	protein_coding	ENST00000377981	5.3687	1.3039	1.899	FALSE	0.031571121	-0.107377812	0.021
OR14A16	ENSG00000196772	chr1	247814660	247824119	protein_coding	OR14A16	ENSG00000196772	protein_coding	ENST00000357627	NA	NA	NA	FALSE	0.000324308	0.273442505	NA
OR14A2	ENSG00000241128	chr1	247722957	247724043	protein_coding	OR14A2	ENSG00000241128	protein_coding	ENST00000366485	NA	NA	NA	FALSE	0.000980277	NA	NA
OR14C36	ENSG00000177174	chr1	248348775	248349713	protein_coding	OR14C36	ENSG00000177174	protein_coding	ENST00000317861	NA	NA	NA	FALSE	0.000763314	0.421678361	NA
OR14I1	ENSG00000189181	chr1	248681322	248682328	protein_coding	OR14I1	ENSG00000189181	protein_coding	ENST00000342623	NA	NA	NA	FALSE	0.000279387	1.204291441	NA
OR14J1	ENSG00000204695	chr6	29301701	29313017	protein_coding	OR14J1	ENSG00000204695	protein_coding	ENST00000377160	1.0466	2.8665	1.959	FALSE	0.001871811	0.195185583	0
OR14K1	ENSG00000153230	chr1	247738615	247739559	protein_coding	OR14K1	ENSG00000153230	protein_coding	ENST00000283225	NA	NA	NA	FALSE	0.000295551	NA	NA
OR14L1P	ENSG00000198452	chr1	247617143	247622372	protein_coding	OR14L1P	ENSG00000198452	unprocessed_pseudogene	NA	NA	NA	NA	FALSE	NA	NA	NA
OR1A1	ENSG00000172146	chr17	3207539	3218896	protein_coding	OR1A1	ENSG00000172146	protein_coding	ENST00000304094	6.2685	0.95716	1.741	FALSE	0.025113143	0.98980454	NA
OR1A2	ENSG00000172150	chr17	3197519	3198448	protein_coding	OR1A2	ENSG00000172150	protein_coding	ENST00000381951	5.7132	0.5251	1.34	FALSE	0.006330247	0.537583131	NA
OR1B1	ENSG00000280094	chr9	122628579	122629573	protein_coding	OR1B1	ENSG00000171484	protein_coding	ENST00000304833	6.537	1.0708	1.802	FALSE	0.014476392	0.949191077	NA
OR1C1	ENSG00000221888	chr1	247754846	247760556	protein_coding	OR1C1	ENSG00000221888	protein_coding	ENST00000408896	3.5865	0.55765	1.6	FALSE	0.00291809	0.003993224	NA
OR1D2	ENSG00000184166	chr17	3088484	3104422	protein_coding	OR1D2	ENSG00000184166	protein_coding	ENST00000331459	6.3258	0.79041	1.599	FALSE	0.005284558	0.706128285	NA
OR1D5	ENSG00000262628	chr17	3062669	3063607	protein_coding	OR1D5	ENSG00000262628	protein_coding	ENST00000575751	5.5113	0.54434	1.383	FALSE	0.013380094	0.693491667	NA
OR1E1	ENSG00000180016	chr17	3397104	3398410	protein_coding	OR1E1	ENSG00000180016	protein_coding	ENST00000322608	6.9785	0.71648	1.481	FALSE	0.017840795	0.117711202	0
OR1E2	ENSG00000127780	chr17	3432870	3433841	protein_coding	OR1E2	ENSG00000127780	protein_coding	ENST00000248384	7.2587	0.68883	1.431	FALSE	0.022263161	0.703164397	NA
OR1F1	ENSG00000168124	chr16	3204247	3205188	protein_coding	OR1F1	ENSG00000168124	protein_coding	ENST00000304646	4.6827	1.4949	1.931	FALSE	0.018406332	1.001048794	NA
OR1G1	ENSG00000183024	chr17	3126610	3127551	protein_coding	OR1G1	ENSG00000183024	protein_coding	ENST00000328890	4.8856	1.0234	1.82	FALSE	0.003403982	0.11614653	NA
OR1I1	ENSG00000094661	chr19	15082211	15092970	protein_coding	OR1I1	ENSG00000094661	protein_coding	ENST00000209540	5.2518	1.3329	1.906	FALSE	0.007703449	1.715321148	0.0605
OR1J1	ENSG00000136834	chr9	122476958	122477926	protein_coding	OR1J1	ENSG00000136834	protein_coding	ENST00000259357	5.5371	1.0836	1.83	FALSE	0.019223846	0.618806513	NA
OR1J2	ENSG00000197233	chr9	122510802	122511743	protein_coding	OR1J2	ENSG00000197233	protein_coding	ENST00000335302	1.04	0.96152	1.889	FALSE	0.003221896	0.292965517	NA
OR1J4	ENSG00000239590	chr9	122519141	122520082	protein_coding	OR1J4	ENSG00000239590	protein_coding	ENST00000340750	4.3215	0.4628	1.41	FALSE	0.008277433	0.314836454	NA
OR1K1	ENSG00000165204	chr9	122800123	122801073	protein_coding	OR1K1	ENSG00000165204	protein_coding	ENST00000277309	6.5744	0.76053	1.554	FALSE	0.019213611	0.667697613	0.002
OR1L1	ENSG00000173679	chr9	122661566	122662648	protein_coding	OR1L1	ENSG00000173679	protein_coding	ENST00000309623	0.47217	0	1.839	FALSE	0.001438047	1.238195356	NA
OR1L3	ENSG00000171481	chr9	122675130	122676104	protein_coding	OR1L3	ENSG00000171481	protein_coding	ENST00000304820	3.8797	1.2888	1.905	FALSE	0.006161409	0.561636763	NA
OR1L4	ENSG00000136939	chr9	122723990	122724925	protein_coding	OR1L4	ENSG00000136939	protein_coding	ENST00000259466	4.5416	1.3211	1.907	FALSE	0.024592973	0.913109926	NA
OR1L6	ENSG00000171459	chr9	122742303	122750783	protein_coding	OR1L6	ENSG00000171459	protein_coding	ENST00000304720	4.4794	1.3395	1.91	FALSE	0.017064632	1.012464036	NA
OR1L8	ENSG00000171496	chr9	122567117	122583384	protein_coding	OR1L8	ENSG00000171496	protein_coding	ENST00000304865	4.5181	0.44267	1.36	FALSE	0.006841138	0.524773064	0.0065
OR1M1	ENSG00000170929	chr19	9087061	9095669	protein_coding	OR1M1	ENSG00000170929	protein_coding	ENST00000429566	NA	NA	NA	FALSE	0.001325947	0.548043921	NA
OR1N1	ENSG00000171505	chr9	122526358	122527296	protein_coding	OR1N1	ENSG00000171505	protein_coding	ENST00000304880	NA	NA	NA	FALSE	0.001184653	0.437453189	NA
OR1N2	ENSG00000171501	chr9	122553112	122555173	protein_coding	OR1N2	ENSG00000171501	protein_coding	ENST00000373688	6.429	1.0888	1.814	FALSE	0.00909423	0.40058981	0
OR1Q1	ENSG00000165202	chr9	122614738	122615682	protein_coding	OR1Q1	ENSG00000165202	protein_coding	ENST00000297913	5.2631	0.95001	1.772	FALSE	0.017041553	0.730965693	NA
OR1R1P	ENSG00000180042	chr17	3385930	3386874	protein_coding	OR1R1P	ENSG00000180042	unprocessed_pseudogene	NA	NA	NA	NA	FALSE	NA	NA	NA
OR1S1	ENSG00000280204	chr11	58212720	58216084	protein_coding	OR1S1	ENSG00000280204	polymorphic_pseudogene	ENST00000309433	4.8884	1.2274	1.885	FALSE	0.004028183	1.249438744	NA
OR1S2	ENSG00000197887	chr11	58203202	58204142	protein_coding	OR1S2	ENSG00000197887	protein_coding	ENST00000302592	5.76	1.2153	1.874	FALSE	0.016126291	0.985273067	NA
OR2A1	ENSG00000221970	chr7	144312419	144322737	protein_coding	OR2A1	ENSG00000221970	protein_coding	ENST00000408951	4.406	1.1348	1.867	FALSE	0.006561609	NA	NA
OR2A12	ENSG00000221858	chr7	144086278	144098953	protein_coding	OR2A12	ENSG00000221858	protein_coding	ENST00000408949	5.4891	0.54654	1.388	FALSE	0.007107322	0.388562977	0.006
OR2A14	ENSG00000221938	chr7	144123176	144131188	protein_coding	OR2A14	ENSG00000221938	protein_coding	ENST00000408899	6.5065	0.92216	1.707	FALSE	0.009019634	0.437453189	NA
OR2A2	ENSG00000221989	chr7	144109583	144110539	protein_coding	OR2A2	ENSG00000221989	protein_coding	ENST00000408979	2.8447	0.35153	1.514	FALSE	0.002519761	0.22298745	NA
OR2A25	ENSG00000221933	chr7	144069811	144075870	protein_coding	OR2A25	ENSG00000221933	protein_coding	ENST00000408898	6.4594	0.77407	1.575	FALSE	0.020872086	0.936380071	0.001
OR2A4	ENSG00000180658	chr6	131699644	131701401	protein_coding	OR2A4	ENSG00000180658	protein_coding	ENST00000315453	1.5308	0.65326	1.83	FALSE	0.002332092	0.232215069	0.000136363636363636
OR2A42	ENSG00000212807	chr7	144228244	144239605	protein_coding	OR2A42	ENSG00000212807	protein_coding	ENST00000391496	3.5862	0.55769	1.6	FALSE	0.004494185	NA	NA
OR2A5	ENSG00000221836	chr7	144048948	144058845	protein_coding	OR2A5	ENSG00000221836	protein_coding	ENST00000408906	6.6355	1.0549	1.791	FALSE	0.044229762	1.138837304	NA
OR2A7	ENSG00000243896	chr7	144257663	144264792	protein_coding	OR2A7	ENSG00000243896	protein_coding	ENST00000493325	4.7257	0.21161	1	FALSE	0.004672797	0.265330857	0
OR2AE1	ENSG00000244623	chr7	99876062	99877033	protein_coding	OR2AE1	ENSG00000244623	protein_coding	ENST00000316368	3.9363	0.76215	1.723	FALSE	0.003947062	0.816721877	0
OR2AG1	ENSG00000279486	chr11	6783020	6791558	protein_coding	OR2AG1	ENSG00000170803	protein_coding	ENST00000307401	5.0464	2.3779	1.977	FALSE	0.031854216	0.866397446	NA
OR2AG2	ENSG00000188124	chr11	6765626	6771976	protein_coding	OR2AG2	ENSG00000188124	protein_coding	ENST00000338569	4.6466	0.64563	1.576	FALSE	0.011291319	1.463937927	NA
OR2AJ1	ENSG00000177275	chr1	247924889	247935339	protein_coding	OR2AJ1	ENSG00000177275	protein_coding	ENST00000318244	2.9437	1.0191	1.863	FALSE	0.001842716	NA	NA
OR2AK2	ENSG00000187080	chr1	247965233	247966386	protein_coding	OR2AK2	ENSG00000187080	protein_coding	ENST00000366480	NA	NA	NA	FALSE	0.000164543	0.755019648	NA
OR2AP1	ENSG00000179615	chr12	55572468	55575612	protein_coding	OR2AP1	ENSG00000179615	protein_coding	ENST00000321688	4.469	1.3426	1.911	FALSE	0.006889814	NA	NA
OR2AT4	ENSG00000171561	chr11	75081753	75096876	protein_coding	OR2AT4	ENSG00000171561	protein_coding	ENST00000305159	5.3526	0.7473	1.618	FALSE	0.041764102	0.598500582	NA
OR2B11	ENSG00000177535	chr1	247449118	247458105	protein_coding	OR2B11	ENSG00000177535	protein_coding	ENST00000318749	7.2641	0.82598	1.585	FALSE	0.022051192	1.876411804	0
OR2B2	ENSG00000168131	chr6	27911185	27912396	protein_coding	OR2B2	ENSG00000168131	protein_coding	ENST00000303324	7.3452	0.54458	1.242	FALSE	0.010467154	0.479630555	NA
OR2B3	ENSG00000204703	chr6	29086208	29087313	protein_coding	OR2B3	ENSG00000204703	protein_coding	ENST00000377173	6.5521	0.6105	1.381	FALSE	0.012099581	-0.155486273	NA
OR2B6	ENSG00000124657	chr6	27957241	27958182	protein_coding	OR2B6	ENSG00000124657	protein_coding	ENST00000244623	8.8477	0.56512	1.187	FALSE	0.008871813	-0.105814085	0
OR2C1	ENSG00000168158	chr16	3355889	3357306	protein_coding	OR2C1	ENSG00000168158	protein_coding	ENST00000304936	7.6995	0.90914	1.647	FALSE	0.034784646	0.857334808	0.207
OR2C3	ENSG00000196242	chr1	247524677	247536440	protein_coding	OR2C3	ENSG00000196242	protein_coding	ENST00000366487	6.2652	0.63844	1.436	FALSE	0.005243073	0.853586796	0.000625
OR2D2	ENSG00000166368	chr11	6891574	6892500	protein_coding	OR2D2	ENSG00000166368	protein_coding	ENST00000299459	7.6618	1.3052	1.884	FALSE	0.022243968	0.919821312	0
OR2D3	ENSG00000178358	chr11	6921002	6921994	protein_coding	OR2D3	ENSG00000178358	protein_coding	ENST00000317834	6.977	0.57331	1.304	FALSE	0.01186751	1.117745995	NA
OR2F1	ENSG00000213215	chr7	143954844	143997312	protein_coding	OR2F1	ENSG00000213215	polymorphic_pseudogene	ENST00000392899	6.9912	1.0013	1.748	FALSE	0.018580879	0.767830146	0.004
